JobID|JobName|Partition|State|Start|End|AllocNodes|AllocCPUS|NodeList
410546.extern|extern||COMPLETED|2024-03-22T21:15:52|2024-03-22T21:17:24|1|16|shadowfax
410549|CLIP_Relabeled_Test|jsteinhardt|COMPLETED|2024-03-22T21:19:26|2024-03-22T21:19:44|1|16|shadowfax
410549.batch|batch||COMPLETED|2024-03-22T21:19:26|2024-03-22T21:19:44|1|16|shadowfax
410549.extern|extern||COMPLETED|2024-03-22T21:19:26|2024-03-22T21:19:44|1|16|shadowfax
410551|CLIP_Relabeled_Test|jsteinhardt|COMPLETED|2024-03-22T21:21:22|2024-03-22T21:22:47|1|16|shadowfax
410551.batch|batch||COMPLETED|2024-03-22T21:21:22|2024-03-22T21:22:47|1|16|shadowfax
410551.extern|extern||COMPLETED|2024-03-22T21:21:22|2024-03-22T21:22:47|1|16|shadowfax
410553|CLIP_Relabeled_Test|jsteinhardt|CANCELLED by 3581|2024-03-22T21:24:52|2024-03-22T21:36:54|1|16|shadowfax
410553.batch|batch||CANCELLED|2024-03-22T21:24:52|2024-03-22T21:37:01|1|16|shadowfax
410553.extern|extern||COMPLETED|2024-03-22T21:24:52|2024-03-22T21:36:54|1|16|shadowfax
410556|CLIP_Relabeled_Test|jsteinhardt|COMPLETED|2024-03-22T21:39:23|2024-03-22T21:41:12|1|16|shadowfax
410556.batch|batch||COMPLETED|2024-03-22T21:39:23|2024-03-22T21:41:12|1|16|shadowfax
410556.extern|extern||COMPLETED|2024-03-22T21:39:23|2024-03-22T21:41:12|1|16|shadowfax
410561|CLIP_Relabeled_Test|jsteinhardt|COMPLETED|2024-03-22T21:46:23|2024-03-23T01:12:06|1|16|shadowfax
410561.batch|batch||COMPLETED|2024-03-22T21:46:23|2024-03-23T01:12:06|1|16|shadowfax
410561.extern|extern||COMPLETED|2024-03-22T21:46:23|2024-03-23T01:12:06|1|16|shadowfax
410562|CLIP_Relabeled_Test_GPU|jsteinhardt|CANCELLED by 3581|2024-03-22T21:47:23|2024-03-22T21:48:22|1|1|saruman
410562.batch|batch||CANCELLED|2024-03-22T21:47:23|2024-03-22T21:48:23|1|1|saruman
410562.extern|extern||COMPLETED|2024-03-22T21:47:23|2024-03-22T21:48:22|1|1|saruman
410563|CLIP_Relabeled_Test_GPU|jsteinhardt|COMPLETED|2024-03-22T21:49:23|2024-03-22T21:50:26|1|1|saruman
410563.batch|batch||COMPLETED|2024-03-22T21:49:23|2024-03-22T21:50:26|1|1|saruman
410563.extern|extern||COMPLETED|2024-03-22T21:49:23|2024-03-22T21:50:26|1|1|saruman
410565|CLIP_Relabeled_Test_GPU|jsteinhardt|COMPLETED|2024-03-22T21:51:23|2024-03-22T21:52:35|1|1|saruman
410565.batch|batch||COMPLETED|2024-03-22T21:51:23|2024-03-22T21:52:35|1|1|saruman
410565.extern|extern||COMPLETED|2024-03-22T21:51:23|2024-03-22T21:52:35|1|1|saruman
410566|CLIP_Relabeled_Test_GPU|jsteinhardt|COMPLETED|2024-03-22T21:53:23|2024-03-22T21:54:26|1|1|saruman
410566.batch|batch||COMPLETED|2024-03-22T21:53:23|2024-03-22T21:54:26|1|1|saruman
410566.extern|extern||COMPLETED|2024-03-22T21:53:23|2024-03-22T21:54:26|1|1|saruman
410568|CLIP_Relabeled_Test_GPU|jsteinhardt|COMPLETED|2024-03-22T21:57:53|2024-03-22T23:56:46|1|1|saruman
410568.batch|batch||COMPLETED|2024-03-22T21:57:53|2024-03-22T23:56:46|1|1|saruman
410568.extern|extern||COMPLETED|2024-03-22T21:57:53|2024-03-22T23:56:46|1|1|saruman
415038|NER_Firm_Mentions|jsteinhardt|CANCELLED by 3581|2024-03-26T22:19:28|2024-03-26T22:19:28|0|1|None assigned
415039|NER_Firm_Mentions|lowmem|COMPLETED|2024-03-26T22:19:54|2024-03-26T22:21:47|1|1|ghan
415039.batch|batch||COMPLETED|2024-03-26T22:19:54|2024-03-26T22:21:47|1|1|ghan
415039.extern|extern||COMPLETED|2024-03-26T22:19:54|2024-03-26T22:21:47|1|1|ghan
415041|NER_Firm_Mentions|jsteinhardt|COMPLETED|2024-03-26T22:34:59|2024-03-26T22:35:49|1|1|balrog
415041.batch|batch||COMPLETED|2024-03-26T22:34:59|2024-03-26T22:35:49|1|1|balrog
415041.extern|extern||COMPLETED|2024-03-26T22:34:59|2024-03-26T22:35:49|1|1|balrog
417143|NER_Firm_Mentions|jsteinhardt|PREEMPTED|2024-03-27T22:00:20|2024-03-27T22:01:01|1|1|saruman
417143.batch|batch||CANCELLED|2024-03-27T22:00:20|2024-03-27T22:01:02|1|1|saruman
417143.extern|extern||COMPLETED|2024-03-27T22:00:20|2024-03-27T22:01:01|1|1|saruman
417144|transcript_ner|jsteinhardt|COMPLETED|2024-03-28T00:15:05|2024-03-28T00:15:25|1|1|saruman
417144.batch|batch||COMPLETED|2024-03-28T00:15:05|2024-03-28T00:15:25|1|1|saruman
417144.extern|extern||COMPLETED|2024-03-28T00:15:05|2024-03-28T00:15:25|1|1|saruman
417703|NER_Firm_Mentions|jsteinhardt|COMPLETED|2024-03-28T21:07:16|2024-03-28T21:09:03|1|1|balrog
417703.batch|batch||COMPLETED|2024-03-28T21:07:16|2024-03-28T21:09:03|1|1|balrog
417703.extern|extern||COMPLETED|2024-03-28T21:07:16|2024-03-28T21:09:03|1|1|balrog
417704|transcript_ner|jsteinhardt|COMPLETED|2024-03-28T21:09:03|2024-03-28T22:25:52|1|1|balrog
417704.batch|batch||COMPLETED|2024-03-28T21:09:03|2024-03-28T22:25:52|1|1|balrog
417704.extern|extern||COMPLETED|2024-03-28T21:09:03|2024-03-28T22:25:52|1|1|balrog
417958|NER_Firm_Mentions|jsteinhardt|COMPLETED|2024-03-28T23:10:41|2024-03-29T00:13:44|1|1|saruman
417958.batch|batch||COMPLETED|2024-03-28T23:10:41|2024-03-29T00:13:44|1|1|saruman
417958.extern|extern||COMPLETED|2024-03-28T23:10:41|2024-03-29T00:13:44|1|1|saruman
417960|Fit_Autogluon_Multimodal_SCF|jsteinhardt|COMPLETED|2024-03-29T00:13:44|2024-03-29T00:13:45|1|16|saruman
417960.batch|batch||COMPLETED|2024-03-29T00:13:44|2024-03-29T00:13:45|1|16|saruman
417960.extern|extern||COMPLETED|2024-03-29T00:13:44|2024-03-29T00:13:45|1|16|saruman
418387|Fit_Autogluon_Multimodal_SCF|jsteinhardt|COMPLETED|2024-03-29T13:39:17|2024-03-29T13:39:23|1|16|balrog
418387.batch|batch||COMPLETED|2024-03-29T13:39:17|2024-03-29T13:39:23|1|16|balrog
418387.extern|extern||COMPLETED|2024-03-29T13:39:17|2024-03-29T13:39:23|1|16|balrog
418919|Fit_Autogluon_Multimodal_SCF|jsteinhardt|COMPLETED|2024-03-29T19:45:36|2024-03-29T20:08:13|1|16|balrog
418919.batch|batch||COMPLETED|2024-03-29T19:45:36|2024-03-29T20:08:13|1|16|balrog
418919.extern|extern||COMPLETED|2024-03-29T19:45:36|2024-03-29T20:08:13|1|16|balrog
418949|Rclone_2_Way_Copy|lowmem|CANCELLED by 3581|2024-03-29T20:19:08|2024-03-29T20:22:40|1|1|ghan
418949.batch|batch||CANCELLED|2024-03-29T20:19:08|2024-03-29T20:22:41|1|1|ghan
418949.extern|extern||COMPLETED|2024-03-29T20:19:08|2024-03-29T20:22:40|1|1|ghan
418959|Rclone_2_Way_Copy|lowmem|FAILED|2024-03-29T20:31:00|2024-03-29T20:31:04|1|1|ghan
418959.batch|batch||FAILED|2024-03-29T20:31:00|2024-03-29T20:31:04|1|1|ghan
418959.extern|extern||COMPLETED|2024-03-29T20:31:00|2024-03-29T20:31:04|1|1|ghan
418961|Rclone_2_Way_Copy|lowmem|COMPLETED|2024-03-29T20:32:41|2024-03-29T20:32:46|1|1|ghan
418961.batch|batch||COMPLETED|2024-03-29T20:32:41|2024-03-29T20:32:46|1|1|ghan
418961.extern|extern||COMPLETED|2024-03-29T20:32:41|2024-03-29T20:32:46|1|1|ghan
418971|Fit_Autogluon_Multimodal_SCF|jsteinhardt|COMPLETED|2024-03-29T20:39:57|2024-03-29T21:01:05|1|16|balrog
418971.batch|batch||COMPLETED|2024-03-29T20:39:57|2024-03-29T21:01:05|1|16|balrog
418971.extern|extern||COMPLETED|2024-03-29T20:39:57|2024-03-29T21:01:05|1|16|balrog
419159|Evaluate_Autogluon_Multimodal_SCF|jsteinhardt|COMPLETED|2024-03-29T21:39:06|2024-03-29T21:39:55|1|16|saruman
419159.batch|batch||COMPLETED|2024-03-29T21:39:06|2024-03-29T21:39:55|1|16|saruman
419159.extern|extern||COMPLETED|2024-03-29T21:39:06|2024-03-29T21:39:55|1|16|saruman
419161|Evaluate_Autogluon_Multimodal_SCF|jsteinhardt|COMPLETED|2024-03-29T21:41:11|2024-03-29T21:42:05|1|16|saruman
419161.batch|batch||COMPLETED|2024-03-29T21:41:11|2024-03-29T21:42:05|1|16|saruman
419161.extern|extern||COMPLETED|2024-03-29T21:41:11|2024-03-29T21:42:05|1|16|saruman
419310|Vision_Transformer_H_SCF|jsteinhardt|COMPLETED|2024-03-30T09:45:43|2024-03-30T09:52:01|1|1|saruman
419310.batch|batch||COMPLETED|2024-03-30T09:45:43|2024-03-30T09:52:01|1|1|saruman
419310.extern|extern||COMPLETED|2024-03-30T09:45:43|2024-03-30T09:52:01|1|1|saruman
419311|Vision_Transformer_H_SCF|jsteinhardt|COMPLETED|2024-03-30T10:03:13|2024-03-30T10:03:22|1|1|saruman
419311.batch|batch||COMPLETED|2024-03-30T10:03:13|2024-03-30T10:03:22|1|1|saruman
419311.extern|extern||COMPLETED|2024-03-30T10:03:13|2024-03-30T10:03:22|1|1|saruman
419312|Vision_Transformer_H_SCF|jsteinhardt|COMPLETED|2024-03-30T10:05:50|2024-03-30T10:05:58|1|1|saruman
419312.batch|batch||COMPLETED|2024-03-30T10:05:50|2024-03-30T10:05:58|1|1|saruman
419312.extern|extern||COMPLETED|2024-03-30T10:05:50|2024-03-30T10:05:58|1|1|saruman
419314|Vision_Transformer_H_SCF|jsteinhardt|COMPLETED|2024-03-30T10:08:59|2024-03-30T10:09:08|1|1|saruman
419314.batch|batch||COMPLETED|2024-03-30T10:08:59|2024-03-30T10:09:08|1|1|saruman
419314.extern|extern||COMPLETED|2024-03-30T10:08:59|2024-03-30T10:09:08|1|1|saruman
419315|Vision_Transformer_H_SCF|jsteinhardt|COMPLETED|2024-03-30T10:11:32|2024-03-30T10:11:43|1|1|saruman
419315.batch|batch||COMPLETED|2024-03-30T10:11:32|2024-03-30T10:11:43|1|1|saruman
419315.extern|extern||COMPLETED|2024-03-30T10:11:32|2024-03-30T10:11:43|1|1|saruman
419316|Vision_Transformer_H_SCF|jsteinhardt|COMPLETED|2024-03-30T10:15:24|2024-03-30T10:15:34|1|1|saruman
419316.batch|batch||COMPLETED|2024-03-30T10:15:24|2024-03-30T10:15:34|1|1|saruman
419316.extern|extern||COMPLETED|2024-03-30T10:15:24|2024-03-30T10:15:34|1|1|saruman
419317|Vision_Transformer_H_SCF|jsteinhardt|COMPLETED|2024-03-30T10:16:44|2024-03-30T10:23:01|1|1|saruman
419317.batch|batch||COMPLETED|2024-03-30T10:16:44|2024-03-30T10:23:01|1|1|saruman
419317.extern|extern||COMPLETED|2024-03-30T10:16:44|2024-03-30T10:23:01|1|1|saruman
419321|Vision_Transformer_H_SCF|jsteinhardt|COMPLETED|2024-03-30T10:44:47|2024-03-30T10:51:06|1|1|saruman
419321.batch|batch||COMPLETED|2024-03-30T10:44:47|2024-03-30T10:51:06|1|1|saruman
419321.extern|extern||COMPLETED|2024-03-30T10:44:47|2024-03-30T10:51:06|1|1|saruman
419354|Run_HOG_All_Images|jsteinhardt|COMPLETED|2024-03-30T14:15:07|2024-03-30T14:16:14|1|16|shadowfax
419354.batch|batch||COMPLETED|2024-03-30T14:15:07|2024-03-30T14:16:14|1|16|shadowfax
419354.extern|extern||COMPLETED|2024-03-30T14:15:07|2024-03-30T14:16:14|1|16|shadowfax
419358|Run_HOG_All_Images|jsteinhardt|COMPLETED|2024-03-30T16:20:35|2024-03-30T16:20:54|1|16|shadowfax
419358.batch|batch||COMPLETED|2024-03-30T16:20:35|2024-03-30T16:20:54|1|16|shadowfax
419358.extern|extern||COMPLETED|2024-03-30T16:20:35|2024-03-30T16:20:54|1|16|shadowfax
419359|Run_HOG_All_Images|jsteinhardt|COMPLETED|2024-03-30T16:25:28|2024-03-30T16:25:48|1|16|shadowfax
419359.batch|batch||COMPLETED|2024-03-30T16:25:28|2024-03-30T16:25:48|1|16|shadowfax
419359.extern|extern||COMPLETED|2024-03-30T16:25:28|2024-03-30T16:25:48|1|16|shadowfax
419360|Run_HOG_All_Images|jsteinhardt|COMPLETED|2024-03-30T16:28:25|2024-03-30T16:30:01|1|16|shadowfax
419360.batch|batch||COMPLETED|2024-03-30T16:28:25|2024-03-30T16:30:01|1|16|shadowfax
419360.extern|extern||COMPLETED|2024-03-30T16:28:25|2024-03-30T16:30:01|1|16|shadowfax
419361|Run_HSV_All_Images|jsteinhardt|COMPLETED|2024-03-30T16:46:13|2024-03-30T16:46:57|1|16|shadowfax
419361.batch|batch||COMPLETED|2024-03-30T16:46:13|2024-03-30T16:46:57|1|16|shadowfax
419361.extern|extern||COMPLETED|2024-03-30T16:46:13|2024-03-30T16:46:57|1|16|shadowfax
419364|Fit_Logistic_Regression_Classifier|jsteinhardt|COMPLETED|2024-03-30T22:57:09|2024-03-30T22:57:20|1|16|shadowfax
419364.batch|batch||COMPLETED|2024-03-30T22:57:09|2024-03-30T22:57:20|1|16|shadowfax
419364.extern|extern||COMPLETED|2024-03-30T22:57:09|2024-03-30T22:57:20|1|16|shadowfax
419365|Fit_Logistic_Regression_Classifier|jsteinhardt|COMPLETED|2024-03-30T23:02:54|2024-03-30T23:03:03|1|16|shadowfax
419365.batch|batch||COMPLETED|2024-03-30T23:02:54|2024-03-30T23:03:03|1|16|shadowfax
419365.extern|extern||COMPLETED|2024-03-30T23:02:54|2024-03-30T23:03:03|1|16|shadowfax
419367|Fit_Logistic_Regression_Classifier|jsteinhardt|CANCELLED by 3581|2024-03-30T23:10:31|2024-03-30T23:12:34|1|16|shadowfax
419367.batch|batch||CANCELLED|2024-03-30T23:10:31|2024-03-30T23:12:35|1|16|shadowfax
419367.extern|extern||COMPLETED|2024-03-30T23:10:31|2024-03-30T23:12:34|1|16|shadowfax
419368|Fit_Logistic_Regression_Classifier|jsteinhardt|CANCELLED by 3581|2024-03-30T23:12:39|2024-03-30T23:12:52|1|16|shadowfax
419368.batch|batch||CANCELLED|2024-03-30T23:12:39|2024-03-30T23:12:53|1|16|shadowfax
419368.extern|extern||COMPLETED|2024-03-30T23:12:39|2024-03-30T23:12:52|1|16|shadowfax
419369|Fit_Logistic_Regression_Classifier|jsteinhardt|COMPLETED|2024-03-30T23:13:06|2024-03-30T23:17:37|1|16|shadowfax
419369.batch|batch||COMPLETED|2024-03-30T23:13:06|2024-03-30T23:17:37|1|16|shadowfax
419369.extern|extern||COMPLETED|2024-03-30T23:13:06|2024-03-30T23:17:37|1|16|shadowfax
419370|Fit_Logistic_Regression_Classifier|jsteinhardt|COMPLETED|2024-03-30T23:20:29|2024-03-30T23:23:41|1|16|shadowfax
419370.batch|batch||COMPLETED|2024-03-30T23:20:29|2024-03-30T23:23:41|1|16|shadowfax
419370.extern|extern||COMPLETED|2024-03-30T23:20:29|2024-03-30T23:23:41|1|16|shadowfax
419371|Fit_Logistic_Regression_Classifier|jsteinhardt|COMPLETED|2024-03-30T23:25:30|2024-03-30T23:28:57|1|16|shadowfax
419371.batch|batch||COMPLETED|2024-03-30T23:25:30|2024-03-30T23:28:57|1|16|shadowfax
419371.extern|extern||COMPLETED|2024-03-30T23:25:30|2024-03-30T23:28:57|1|16|shadowfax
419372|Fit_Logistic_Regression_Classifier|jsteinhardt|CANCELLED by 3581|2024-03-30T23:31:00|2024-03-30T23:40:40|1|16|shadowfax
419372.batch|batch||CANCELLED|2024-03-30T23:31:00|2024-03-30T23:40:41|1|16|shadowfax
419372.extern|extern||COMPLETED|2024-03-30T23:31:00|2024-03-30T23:40:40|1|16|shadowfax
419373|Fit_Logistic_Regression_Classifier|jsteinhardt|CANCELLED by 3581|2024-03-30T23:43:45|2024-03-30T23:44:04|1|16|shadowfax
419373.batch|batch||CANCELLED|2024-03-30T23:43:45|2024-03-30T23:44:05|1|16|shadowfax
419373.extern|extern||COMPLETED|2024-03-30T23:43:45|2024-03-30T23:44:04|1|16|shadowfax
419374|Fit_Logistic_Regression_Classifier|jsteinhardt|COMPLETED|2024-03-30T23:44:18|2024-03-30T23:47:44|1|16|shadowfax
419374.batch|batch||COMPLETED|2024-03-30T23:44:18|2024-03-30T23:47:44|1|16|shadowfax
419374.extern|extern||COMPLETED|2024-03-30T23:44:18|2024-03-30T23:47:44|1|16|shadowfax
419376|Fit_Logistic_Regression_Classifier|jsteinhardt|COMPLETED|2024-03-30T23:54:28|2024-03-31T06:10:22|1|16|shadowfax
419376.batch|batch||COMPLETED|2024-03-30T23:54:28|2024-03-31T06:10:22|1|16|shadowfax
419376.extern|extern||COMPLETED|2024-03-30T23:54:28|2024-03-31T06:10:22|1|16|shadowfax
419409|Fit_Autogluon_Tabular_Only_SCF|jsteinhardt|COMPLETED|2024-03-31T16:37:11|2024-03-31T16:41:30|1|16|balrog
419409.batch|batch||COMPLETED|2024-03-31T16:37:11|2024-03-31T16:41:30|1|16|balrog
419409.extern|extern||COMPLETED|2024-03-31T16:37:11|2024-03-31T16:41:30|1|16|balrog
419410|Evaluate_Autogluon_Tabular_Only_SCF_ag_20240331_233723|jsteinhardt|COMPLETED|2024-03-31T17:41:28|2024-03-31T17:41:59|1|16|balrog
419410.batch|batch||COMPLETED|2024-03-31T17:41:28|2024-03-31T17:41:59|1|16|balrog
419410.extern|extern||COMPLETED|2024-03-31T17:41:28|2024-03-31T17:41:59|1|16|balrog
420266|Fit_Autogluon_Tabular_Only_SCF_Best_Presets|jsteinhardt|CANCELLED by 3581|2024-03-31T22:50:07|2024-03-31T22:50:07|0|16|None assigned
420306|Fit_Autogluon_Tabular_Only_SCF_Best_Presets|jsteinhardt|COMPLETED|2024-04-01T01:20:01|2024-04-01T02:20:28|1|16|saruman
420306.batch|batch||COMPLETED|2024-04-01T01:20:01|2024-04-01T02:20:28|1|16|saruman
420306.extern|extern||COMPLETED|2024-04-01T01:20:01|2024-04-01T02:20:28|1|16|saruman
426499|Evaluate_Autogluon_Tabular_Only_SCF_Best_Presets|jsteinhardt|COMPLETED|2024-04-01T09:31:19|2024-04-01T09:37:16|1|16|balrog
426499.batch|batch||COMPLETED|2024-04-01T09:31:19|2024-04-01T09:37:16|1|16|balrog
426499.extern|extern||COMPLETED|2024-04-01T09:31:19|2024-04-01T09:37:16|1|16|balrog
426892|jupyterhub|standalone|FAILED|2024-04-01T14:49:50|2024-04-01T14:49:50|0|16|None assigned
426893|jupyterhub|jsteinhardt|TIMEOUT|2024-04-01T14:50:01|2024-04-02T14:50:24|1|16|shadowfax
426893.batch|batch||CANCELLED|2024-04-01T14:50:01|2024-04-02T14:50:55|1|16|shadowfax
426893.extern|extern||COMPLETED|2024-04-01T14:50:01|2024-04-02T14:50:24|1|16|shadowfax
427748|Fit_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-02T17:27:57|2024-04-02T17:32:36|1|16|saruman
427748.batch|batch||COMPLETED|2024-04-02T17:27:57|2024-04-02T17:32:36|1|16|saruman
427748.extern|extern||COMPLETED|2024-04-02T17:27:57|2024-04-02T17:32:36|1|16|saruman
427749|Fit_Autogluon_Tabular_Only_SCF_Best_Presets|jsteinhardt|COMPLETED|2024-04-02T17:32:36|2024-04-02T18:32:54|1|16|saruman
427749.batch|batch||COMPLETED|2024-04-02T17:32:36|2024-04-02T18:32:54|1|16|saruman
427749.extern|extern||COMPLETED|2024-04-02T17:32:36|2024-04-02T18:32:54|1|16|saruman
428708|Fit_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|CANCELLED by 3581|2024-04-03T13:22:16|2024-04-03T13:22:16|0|16|None assigned
428710|Fit_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|CANCELLED by 3581|2024-04-03T13:25:47|2024-04-03T13:25:47|0|16|None assigned
428714|Fit_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-03T13:26:04|2024-04-03T13:31:55|1|8|shadowfax
428714.batch|batch||COMPLETED|2024-04-03T13:26:04|2024-04-03T13:31:55|1|8|shadowfax
428714.extern|extern||COMPLETED|2024-04-03T13:26:04|2024-04-03T13:31:55|1|8|shadowfax
428723|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-03T13:38:06|2024-04-03T13:39:32|1|8|shadowfax
428723.batch|batch||COMPLETED|2024-04-03T13:38:06|2024-04-03T13:39:32|1|8|shadowfax
428723.extern|extern||COMPLETED|2024-04-03T13:38:06|2024-04-03T13:39:32|1|8|shadowfax
429326|simple_regression|jsteinhardt|COMPLETED|2024-04-03T23:59:34|2024-04-03T23:59:52|1|16|shadowfax
429326.batch|batch||COMPLETED|2024-04-03T23:59:34|2024-04-03T23:59:52|1|16|shadowfax
429326.extern|extern||COMPLETED|2024-04-03T23:59:34|2024-04-03T23:59:52|1|16|shadowfax
429797|simple_regression|jsteinhardt|CANCELLED by 3581|2024-04-04T07:54:32|2024-04-04T09:52:44|1|16|shadowfax
429797.batch|batch||CANCELLED|2024-04-04T07:54:32|2024-04-04T09:52:45|1|16|shadowfax
429797.extern|extern||COMPLETED|2024-04-04T07:54:32|2024-04-04T09:52:44|1|16|shadowfax
430230|Logistic_Regression_Rating_Model_1|jsteinhardt|COMPLETED|2024-04-04T13:33:10|2024-04-04T13:33:41|1|16|shadowfax
430230.batch|batch||COMPLETED|2024-04-04T13:33:10|2024-04-04T13:33:41|1|16|shadowfax
430230.extern|extern||COMPLETED|2024-04-04T13:33:10|2024-04-04T13:33:41|1|16|shadowfax
430231|Logistic_Regression_Rating_Model_1|jsteinhardt|COMPLETED|2024-04-04T13:38:55|2024-04-04T13:39:24|1|16|shadowfax
430231.batch|batch||COMPLETED|2024-04-04T13:38:55|2024-04-04T13:39:24|1|16|shadowfax
430231.extern|extern||COMPLETED|2024-04-04T13:38:55|2024-04-04T13:39:24|1|16|shadowfax
430232|Logistic_Regression_Rating_Model_2|jsteinhardt|COMPLETED|2024-04-04T13:40:59|2024-04-04T14:07:36|1|16|shadowfax
430232.batch|batch||COMPLETED|2024-04-04T13:40:59|2024-04-04T14:07:36|1|16|shadowfax
430232.extern|extern||COMPLETED|2024-04-04T13:40:59|2024-04-04T14:07:36|1|16|shadowfax
430233|Logistic_Regression_Rating_Model_3|jsteinhardt|COMPLETED|2024-04-04T13:41:15|2024-04-04T14:07:53|1|16|shadowfax
430233.batch|batch||COMPLETED|2024-04-04T13:41:15|2024-04-04T14:07:53|1|16|shadowfax
430233.extern|extern||COMPLETED|2024-04-04T13:41:15|2024-04-04T14:07:53|1|16|shadowfax
430234|Logistic_Regression_Rating_Model_4|jsteinhardt|COMPLETED|2024-04-04T13:41:18|2024-04-04T14:07:25|1|16|smokyquartz
430234.batch|batch||COMPLETED|2024-04-04T13:41:18|2024-04-04T14:07:25|1|16|smokyquartz
430234.extern|extern||COMPLETED|2024-04-04T13:41:18|2024-04-04T14:07:25|1|16|smokyquartz
430342|Logistic_Regression_Change_Model|jsteinhardt|COMPLETED|2024-04-04T14:25:27|2024-04-04T14:34:44|1|16|shadowfax
430342.batch|batch||COMPLETED|2024-04-04T14:25:27|2024-04-04T14:34:44|1|16|shadowfax
430342.extern|extern||COMPLETED|2024-04-04T14:25:27|2024-04-04T14:34:44|1|16|shadowfax
430449|Fit_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-04T15:21:43|2024-04-04T15:21:56|1|8|shadowfax
430449.batch|batch||COMPLETED|2024-04-04T15:21:43|2024-04-04T15:21:56|1|8|shadowfax
430449.extern|extern||COMPLETED|2024-04-04T15:21:43|2024-04-04T15:21:56|1|8|shadowfax
430451|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-04T15:22:55|2024-04-04T15:24:46|1|8|shadowfax
430451.batch|batch||COMPLETED|2024-04-04T15:22:55|2024-04-04T15:24:46|1|8|shadowfax
430451.extern|extern||COMPLETED|2024-04-04T15:22:55|2024-04-04T15:24:46|1|8|shadowfax
430455|Fit_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-04T15:25:10|2024-04-04T15:29:36|1|8|shadowfax
430455.batch|batch||COMPLETED|2024-04-04T15:25:10|2024-04-04T15:29:36|1|8|shadowfax
430455.extern|extern||COMPLETED|2024-04-04T15:25:10|2024-04-04T15:29:36|1|8|shadowfax
430456|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-04T15:30:20|2024-04-04T15:30:39|1|8|shadowfax
430456.batch|batch||COMPLETED|2024-04-04T15:30:20|2024-04-04T15:30:39|1|8|shadowfax
430456.extern|extern||COMPLETED|2024-04-04T15:30:20|2024-04-04T15:30:39|1|8|shadowfax
430708|Logistic_Regression_Rating_Model_4|jsteinhardt|COMPLETED|2024-04-04T23:57:07|2024-04-05T00:29:18|1|16|shadowfax
430708.batch|batch||COMPLETED|2024-04-04T23:57:07|2024-04-05T00:29:18|1|16|shadowfax
430708.extern|extern||COMPLETED|2024-04-04T23:57:07|2024-04-05T00:29:18|1|16|shadowfax
430711|Logistic_Regression_Rating_Model_4_Permutation_Importance|jsteinhardt|COMPLETED|2024-04-05T08:07:24|2024-04-05T08:07:40|1|16|shadowfax
430711.batch|batch||COMPLETED|2024-04-05T08:07:24|2024-04-05T08:07:40|1|16|shadowfax
430711.extern|extern||COMPLETED|2024-04-05T08:07:24|2024-04-05T08:07:40|1|16|shadowfax
430712|Logistic_Regression_Rating_Model_4_Permutation_Importance|jsteinhardt|COMPLETED|2024-04-05T08:11:18|2024-04-05T08:11:33|1|16|shadowfax
430712.batch|batch||COMPLETED|2024-04-05T08:11:18|2024-04-05T08:11:33|1|16|shadowfax
430712.extern|extern||COMPLETED|2024-04-05T08:11:18|2024-04-05T08:11:33|1|16|shadowfax
430713|Logistic_Regression_Rating_Model_4_Permutation_Importance|jsteinhardt|COMPLETED|2024-04-05T08:14:16|2024-04-05T08:14:31|1|16|shadowfax
430713.batch|batch||COMPLETED|2024-04-05T08:14:16|2024-04-05T08:14:31|1|16|shadowfax
430713.extern|extern||COMPLETED|2024-04-05T08:14:16|2024-04-05T08:14:31|1|16|shadowfax
430714|Logistic_Regression_Rating_Model_4_Permutation_Importance|jsteinhardt|COMPLETED|2024-04-05T08:19:47|2024-04-05T08:20:02|1|16|shadowfax
430714.batch|batch||COMPLETED|2024-04-05T08:19:47|2024-04-05T08:20:02|1|16|shadowfax
430714.extern|extern||COMPLETED|2024-04-05T08:19:47|2024-04-05T08:20:02|1|16|shadowfax
430715|Logistic_Regression_Rating_Model_4_Permutation_Importance|jsteinhardt|COMPLETED|2024-04-05T08:21:31|2024-04-05T08:21:46|1|16|shadowfax
430715.batch|batch||COMPLETED|2024-04-05T08:21:31|2024-04-05T08:21:46|1|16|shadowfax
430715.extern|extern||COMPLETED|2024-04-05T08:21:31|2024-04-05T08:21:46|1|16|shadowfax
430716|Logistic_Regression_Rating_Model_4_Permutation_Importance|jsteinhardt|COMPLETED|2024-04-05T08:23:36|2024-04-05T08:23:51|1|16|shadowfax
430716.batch|batch||COMPLETED|2024-04-05T08:23:36|2024-04-05T08:23:51|1|16|shadowfax
